,ProductName,ProductMRP,DiscountedPrice,BrandId,Avalable_stock
0,SBL Thuja Occidentalis 200 CH (30ml),100,95,3,139
1,SBL Nux Vomica 30 CH (30ml),90,86,3,16
2,SBL Carbo Vegetabilis 30 CH (30ml),90,83,3,18
3,SBL Lycopodium Clavatum 30 CH (30ml),90,86,3,27
4,SBL Rhus Toxicodendron 200 CH (30ml),100,92,3,12
5,SBL Arsenic Album 30 CH (30ml),85,77,3,17
6,SBL Nux Vomica 200 CH (30ml),100,97,3,37
7,SBL Lycopodium Clavatum 200 CH (30ml),95,87,3,14
8,SBL Arnica Montana 200 CH (30ml),100,97,3,12
9,SBL Aconite Napellus 30 CH (30ml),90,86,3,21
10,SBL Aconite Napellus 200 CH (30ml),100,95,3,29
11,Willmar Schwabe India Nux Vomica 30 CH (30ml),90,88,2,10
12,SBL Rhus Toxicodendron 30 CH (30ml),85,78,3,8
13,Willmar Schwabe India Cydonia Vulgaris 30 CH (30ml),90,90,2,95
14,SBL Wiesbaden 30 CH (30ml),90,86,3,20
15,SBL Cinchona Officinalis (China) 30 CH (30ml),85,78,3,11
16,SBL Belladonna 200 CH (30ml),95,87,3,12
17,Dr. Reckeweg Arsenic Album 30 CH (11ml),125,125,1,193
18,SBL Sulphur 30 CH (30ml),85,78,3,12
19,Dr. Reckeweg Wiesbaden 30 CH (11ml),125,125,1,18
20,SBL Sepia 200 CH (30ml),95,87,3,16
21,SBL Carbo Vegetabilis 200 CH (30ml),100,95,3,54
22,SBL Histaminum 200 CH (30ml),100,95,3,38
23,SBL Thuja Occidentalis 30 CH (30ml),85,78,3,15
24,SBL Bryonia Alba 200 CH (30ml),100,92,3,8
25,SBL Hepar Sulphur 200 CH (30ml),95,87,3,10
26,SBL Caladium Seguinum 30 CH (30ml),85,81,3,7
27,SBL Arnica Montana 30 CH (30ml),90,86,3,21
28,SBL Bryonia Alba 30 CH (30ml),90,86,3,64
29,Willmar Schwabe India Caladium Seguinum 200 CH (30ml),105,105,2,28
30,SBL Calcarea Carbonicum 30 CH (30ml),85,81,3,7
31,SBL Belladonna 30 CH (30ml),90,86,3,23
32,SBL Natrum Muriaticum 30 CH (30ml),85,78,3,9
33,SBL Hepar Sulphur 30 CH (30ml),85,78,3,13
34,Dr. Reckeweg Thuja Occidentalis 200 CH (11ml),145,145,1,23
35,SBL Thuja Occidentalis 1M (1000 CH) (30ml),120,108,3,10
36,Dr. Reckeweg Arnica Montana 200 CH (11ml),145,145,1,16
37,SBL Silicea 200 CH (30ml),95,87,3,12
38,Dr. Reckeweg Nux Vomica 30 CH (11ml),125,125,1,32
39,Dr. Reckeweg Nux Vomica 200 CH (11ml),145,145,1,8
40,SBL Allium Cepa 30 CH (30ml),90,83,3,8
41,SBL Calcarea Carbonicum 200 CH (30ml),100,91,3,10
42,SBL Arsenic Album 200 CH (30ml),100,92,3,10
43,SBL Apis Mellifica 30 CH (30ml),90,86,3,76
44,SBL Pulsatilla Nigricans 200 CH (30ml),95,87,3,14
45,Dr. Reckeweg Lycopodium Clavatum 30 CH (11ml),125,125,1,162
46,SBL Robinia Pseudacacia 30 CH (30ml),90,86,3,14
47,Willmar Schwabe India Thuja occidentalis 200 CH (30ml),105,103,2,12
48,SBL Agnus Castus 30 CH (30ml),90,86,3,87
49,SBL Onosmodium Virginianum 30 CH (30ml),90,86,3,16
50,SBL Sulphur 200 CH (30ml),89,85,3,50
51,SBL Causticum 200 CH (30ml),95,87,3,10
52,SBL Wiesbaden 200 CH (30ml),95,87,3,25
53,Dr. Reckeweg Belladonna 30 CH (11ml),125,125,1,24
54,Willmar Schwabe India Lycopodium Clavatum 30 CH (30ml),90,88,2,15
55,Dr. Reckeweg Sulphur 200 CH (11ml),145,145,1,12
56,Willmar Schwabe India Baryta Carbonicum 200 CH (30ml),105,105,2,14
57,SBL Acid Nitricum 30 CH (30ml),85,81,3,12
58,Dr. Reckeweg Rhododendron Chrysanthum 30 CH (11ml),125,125,1,9
59,SBL Mercurius Solubilis 30 CH (30ml),85,81,3,26
60,Willmar Schwabe India Histaminum Hydrochloricum 30 CH (30ml),90,90,2,23
61,SBL Kali Bichromicum 30 CH (30ml),90,83,3,13
62,SBL Alumina 200 CH (30ml),100,95,3,87
63,Willmar Schwabe India Carbo Vegetabilis 30 CH (30ml),90,90,2,23
64,Dr. Reckeweg Carbo Vegetabilis 30 CH (11ml),125,125,1,11
65,Willmar Schwabe India Caladium Seguinum 30 CH (30ml),90,90,2,34
66,Willmar Schwabe India Caladium Seguinum 1M (1000 CH) (30ml),120,120,2,12
67,Willmar Schwabe India Cina 30 CH (30ml),90,90,2,0
68,SBL Staphysagria 30 CH (30ml),85,81,3,20
69,SBL Trinitrotoluene (tnt) 30 CH (30ml),90,86,3,8
70,SBL Acid Hydrofluoricum 30 CH (30ml),85,72,3,18
71,SBL Kali Bichromicum 200 CH (30ml),100,95,3,88
72,SBL Carbo Vegetabilis 6 CH (30ml),90,86,3,69
73,SBL Histaminum 30 CH (30ml),90,86,3,95
74,SBL Cinchona Officinalis (China) 200 CH (30ml),95,90,3,11
75,Willmar Schwabe India Bryonia Alba 30 CH (30ml),90,90,2,9
76,Dr. Reckeweg Aesculus Hippocastanum 30 CH (11ml),125,125,1,29
77,SBL Clematis Erecta 30 CH (30ml),90,86,3,78
78,SBL Pulsatilla Nigricans 30 CH (30ml),85,78,3,14
79,SBL Petroleum 200 CH (30ml),100,95,3,6
80,Willmar Schwabe India Lycopodium Clavatum 200 CH (30ml),105,105,2,19
81,SBL Cantharis 30 CH (30ml),85,81,3,15
82,SBL Rosmarinus Officinalis 30 CH (30ml),90,86,3,85
83,SBL Sulphur 6 CH (30ml),90,86,3,67
84,SBL Phosphorus 200 CH (30ml),100,95,3,17
85,SBL Osteo Arthritic Nosode 30 CH (30ml),85,81,3,8
86,SBL Graphites 30 CH (30ml),85,81,3,18
87,SBL Antimonium Crudum 6 CH (30ml),90,86,3,68
88,SBL Natrum Muriaticum 200 CH (30ml),95,87,3,17
89,Dr. Reckeweg Bryonia Alba 200 CH (11ml),145,145,1,42
90,Dr. Reckeweg Acid Fluoricum 30 CH (11ml),125,125,1,9
91,SBL Aesculus Hippocastanum 200 CH (30ml),100,95,3,12
92,Dr. Reckeweg Rhus Toxicodendron 30 CH (11ml),125,125,1,13
93,SBL Pancreatinum 30 CH (30ml),90,86,3,60
94,SBL Arnica Montana 6 CH (30ml),90,86,3,72
95,SBL Ruta Graveolens 30 CH (30ml),85,81,3,11
96,Willmar Schwabe India Aconite Napellus 30 CH (30ml),90,90,2,9
97,SBL Sarracenia Purpurea 1M (1000 CH) (30ml),135,128,3,75
98,Willmar Schwabe India Apis Mellifica 6 CH (30ml),90,90,2,27
99,Dr. Reckeweg Hepar Sulphur 200 CH (11ml),145,145,1,13
100,SBL Aloe Socotrina 30 CH (30ml),90,86,3,80
101,SBL Robinia Pseudacacia 6 CH (30ml),90,86,3,25
102,SBL Ledum Palustre 200 CH (30ml),100,95,3,26
103,SBL Gelsemium Sempervirens 200 CH (30ml),100,92,3,13
104,Willmar Schwabe India Agnus Castus 30 CH (30ml),90,88,2,8
105,SBL Ruta Graveolens 200 CH (30ml),100,95,3,7
106,Dr. Reckeweg Lycopodium Clavatum 1M (1000 CH) (11ml),180,180,1,126
107,SBL Magnesia Phosphoricum 6 CH (30ml),90,86,3,81
108,Dr. Reckeweg Acid Phosphoricum 30 CH (11ml),125,125,1,143
109,Willmar Schwabe India Nux Vomica 1M (1000 CH) (30ml),120,120,2,23
110,SBL Calcarea Fluoricum 30 CH (30ml),90,86,3,70
111,SBL Arsenic Sulphuratum Flavum 30 CH (30ml),90,86,3,27
112,SBL Mercurius Solubilis 200 CH (30ml),100,92,3,22
113,SBL Asafoetida 30 CH (30ml),90,86,3,71
114,Willmar Schwabe India Carbo Animalis 200 CH (30ml),105,105,2,25
115,Willmar Schwabe India Arnica Montana 200 CH (30ml),105,103,2,7
116,Dr. Reckeweg Carbo Vegetabilis 200 CH (11ml),145,145,1,49
117,SBL Allium Cepa 200 CH (30ml),95,90,3,14
118,SBL Antimonium Crudum 30 CH (30ml),85,81,3,6
119,Dr. Reckeweg Calcarea Carbonicum 200 CH (11ml),145,145,1,88
120,Willmar Schwabe India Bryonia Alba 200 CH (30ml),105,105,2,16
121,Willmar Schwabe India Thuja occidentalis 30 CH (30ml),90,90,2,42
122,Willmar Schwabe India Conium Maculatum 30 CH (30ml),90,90,2,5
123,SBL Amyl Nitrosum 1M (1000 CH) (30ml),135,128,3,75
124,SBL Acid Phosphoricum 30 CH (30ml),85,78,3,11
125,SBL Tellurium 30 CH (30ml),90,86,3,95
126,SBL Astacus Fluviatilis 6 CH (30ml),85,72,3,6
127,SBL Ignatia Amara 30 CH (30ml),90,86,3,6
128,SBL Silicea 30 CH (30ml),85,81,3,27
129,SBL Caladium Seguinum 200 CH (30ml),100,95,3,76
130,Willmar Schwabe India Sulphur 30 CH (30ml),90,90,2,9
131,Willmar Schwabe India Thuja occidentalis 1M (1000 CH) (30ml),120,120,2,8
132,SBL Gelsemium Sempervirens 30 CH (30ml),90,83,3,17
133,Dr. Reckeweg Calcarea Fluoricum 200 CH (11ml),145,145,1,4
134,Willmar Schwabe India Graphites 30 CH (30ml),90,90,2,8
135,SBL Arsenic Album 3 CH (30ml),90,86,3,37
136,SBL Prednisone 200 CH (30ml),100,95,3,78
137,Willmar Schwabe India Natrum muriaticum 30 CH (30ml),90,88,2,9
138,SBL Argentum Nitricum 30 CH (30ml),90,86,3,66
139,Dr. Reckeweg Eupatorium Perfoliatum 30 CH (11ml),125,125,1,11
140,Dr. Reckeweg Sepia 200 CH (11ml),145,145,1,118
141,SBL Ignatia Amara 200 CH (30ml),100,95,3,61
142,SBL Antimonium Tartaricum 200 CH (30ml),100,95,3,40
143,SBL Folliculinum 30 CH (30ml),85,81,3,10
144,SBL Acid Phosphoricum 1M (1000 CH) (30ml),135,128,3,32
145,SBL Sabal Serrulata 30 CH (30ml),90,86,3,62
146,SBL Insulinum 30 CH (30ml),90,86,3,20
147,SBL Selenium 200 CH (30ml),95,90,3,9
148,SBL Thiosinaminum 1M (1000 CH) (30ml),135,128,3,42
149,Willmar Schwabe India Oophorinum 30 CH (30ml),90,90,2,47
150,Willmar Schwabe India Histaminum Hydrochloricum 200 CH (30ml),105,105,2,500
151,Dr. Reckeweg Sepia 30 CH (11ml),125,125,1,12
152,SBL Osteo Arthritic Nosode 200 CH (30ml),100,95,3,33
153,Dr. Reckeweg Lycopodium Clavatum 200 CH (11ml),145,145,1,9
154,SBL Kreosotum 30 CH (30ml),90,86,3,34
155,SBL Colchicum Autumnale 30 CH (30ml),90,86,3,87
156,SBL Argentum Nitricum 200 CH (30ml),100,95,3,11
157,Willmar Schwabe India Hippomanes 30 CH (30ml),90,90,2,93
158,Willmar Schwabe India Apis Mellifica 30 CH (30ml),90,90,2,429
159,Dr. Reckeweg Rhus Toxicodendron 200 CH (11ml),145,145,1,11
160,Willmar Schwabe India Ignatia Amara 200 CH (30ml),105,105,2,10
161,Dr. Reckeweg Caulophyllum Thalictroides 30 CH (11ml),125,125,1,78
162,Dr. Reckeweg Arnica Montana 30 CH (11ml),125,125,1,14
163,Willmar Schwabe India Arsenic Album 30 CH (30ml),90,88,2,23
164,SBL Pulsatilla Nigricans 6 CH (30ml),90,86,3,93
165,Lords Carbo Veg 200 CH (30ml),95,86,24,481
166,Dr. Reckeweg Ratanhia 30 CH (11ml),125,125,1,15
167,Dr. Reckeweg Hypericum Perforatum 200 CH (11ml),145,145,1,16
168,SBL Hypericum Perforatum 200 CH (30ml),100,95,3,11
169,Dr. Reckeweg Rosmarinus Officinalis 30 CH (11ml),125,125,1,10
170,SBL Calcarea Fluoricum 200 CH (30ml),100,95,3,29
171,SBL Strontium Carbonicum 30 CH (30ml),90,86,3,79
172,Willmar Schwabe India Conium Maculatum 200 CH (30ml),105,105,2,7
173,Willmar Schwabe India Rauvolfia Serpentina 200 CH (30ml),105,105,2,13
174,Dr. Reckeweg Natrum Muriaticum 200 CH (11ml),145,145,1,20
175,SBL Drosera Rotundifolia 30 CH (30ml),85,81,3,7
176,SBL Berberis Aquifolium 30 CH (30ml),90,86,3,78
177,SBL Pulsatilla Nigricans 1M (1000 CH) (30ml),135,128,3,93
178,Dr. Reckeweg Chenopodium Anthelminticum 30 CH (11ml),125,125,1,56
179,Willmar Schwabe India Arsenic Album 200 CH (30ml),105,105,2,21
180,SBL Staphysagria 200 CH (30ml),95,90,3,7
181,SBL Kali Bromatum 30 CH (30ml),90,86,3,44
182,Willmar Schwabe India Cinchona Officinalis (China) 30 CH (30ml),90,90,2,5
183,B Jain Lycopodium Clavatum 200 CH (10ml),45,41,84,100
184,Willmar Schwabe India Cantharis 30 CH (30ml),90,90,2,500
185,SBL Baryta Carbonicum 200 CH (30ml),100,95,3,72
186,SBL Sulphur 1M (1000 CH) (30ml),120,102,3,17
187,Dr. Reckeweg Thuja Occidentalis 1M (1000 CH) (11ml),180,180,1,9
188,Dr. Reckeweg Conium Maculatum 200 CH (11ml),145,145,1,134
189,Willmar Schwabe India Causticum 200 CH (30ml),105,105,2,5
190,SBL Folliculinum 200 CH (30ml),100,95,3,21
191,SBL Lapis Albus 30 CH (30ml),90,86,3,80
192,Dr. Reckeweg Aconite Napellus 200 CH (11ml),145,145,1,15
193,SBL Amyl Nitrosum 200 CH (30ml),100,95,3,79
194,Willmar Schwabe India Sulphur 200 CH (30ml),105,105,2,500
195,SBL Withania Somnifera 30 CH (30ml),90,86,3,88
196,Willmar Schwabe India Rhus toxicodendron 200 CH (30ml),105,105,2,500
197,SBL Thiosinaminum 200 CH (30ml),100,95,3,93
198,SBL Syzygium Jambolanum 1M (1000 CH) (30ml),135,128,3,68
199,Willmar Schwabe India Hypothalamus 200 CH (30ml),105,105,2,4
200,Willmar Schwabe India Sulphur 1M (1000 CH) (30ml),120,120,2,0
201,SBL Arsenic Album 6 CH (30ml),90,86,3,33
202,Willmar Schwabe India Serum Anguillae 30 CH (30ml),90,90,2,54
203,Willmar Schwabe India Silicea 30 CH (30ml),90,90,2,500
204,Dr. Reckeweg Silicea 200 CH (11ml),145,145,1,10
205,Willmar Schwabe India Pulsatilla Nigricans 30 CH (30ml),90,90,2,5
206,SBL Medorrhinum 1M (1000 CH) (30ml),135,128,3,82
207,SBL Spongia Tosta 200 CH (30ml),100,95,3,20
208,SBL Osteo Arthritic Nosode 1M (1000 CH) (30ml),135,128,3,80
209,SBL Paraffinum 30 CH (30ml),90,86,3,94
210,SBL Eupatorium Perfoliatum 200 CH (30ml),100,92,3,19
211,SBL Aquilegaia Vulgaris 30 CH (30ml),90,86,3,88
212,SBL Magnesia Phosphoricum 200 CH (30ml),100,95,3,33
213,SBL Ipecacuanha 30 CH (30ml),90,86,3,86
214,SBL Phytolacca Berry 200 CH (30ml),100,95,3,82
215,B Jain Arsenicum Bromatum 6 CH (30ml),85,77,84,120
216,Dr. Reckeweg China Officinalis 30 CH (11ml),125,125,1,65
217,Dr. Reckeweg Plumbum Metallicum 200 CH (11ml),145,145,1,11
218,SBL Borax 30 CH (30ml),90,86,3,9
219,SBL Sabadilla 30 CH (30ml),90,86,3,63
220,Willmar Schwabe India Silicea 1M (1000 CH) (30ml),120,120,2,18
221,SBL Rumex Crispus 30 CH (30ml),90,86,3,6
222,SBL Bryonia Alba 6 CH (30ml),90,86,3,30
223,B Jain Sulphur 6 CH (10ml),40,36,84,100
224,Dr. Reckeweg Aconite Napellus 30 CH (11ml),125,125,1,10
225,Dr. Reckeweg Pulsatilla Nigricans 30 CH (11ml),125,125,1,65
226,Dr. Reckeweg Aesculus Hippocastanum 200 CH (11ml),145,145,1,224
227,Willmar Schwabe India Ruta Graveolens 30 CH (30ml),90,90,2,33
228,SBL Rhus Toxicodendron 6 CH (30ml),90,86,3,23
229,SBL Onosmodium Virginianum 200 CH (30ml),100,95,3,83
230,SBL Bufo Rana 200 CH (30ml),100,95,3,93
231,SBL Sanguinaria Canadensis 30 CH (30ml),90,86,3,42
232,Willmar Schwabe India Gelsemium Sempervirens 1M (1000 CH) (30ml),120,120,2,19
233,SBL Euphrasia Officinalis 30 CH (30ml),90,86,3,35
234,SBL Ovarinum 30 CH (30ml),90,86,3,38
235,Dr. Reckeweg Scirrhinum 200 CH (11ml),145,145,1,443
236,Willmar Schwabe India Mercurius solubilis 30 CH (30ml),90,90,2,11
237,Willmar Schwabe India Iodium 1M (1000 CH) (30ml),120,120,2,0
238,SBL Cinnabaris 30 CH (30ml),90,86,3,94
239,SBL Influenzinum 200 CH (30ml),95,90,3,38
240,Dr. Reckeweg Thyroidinum 30 CH (11ml),125,125,1,178
241,Dr. Reckeweg Arnica Montana 1M (1000 CH) (11ml),180,180,1,10
242,SBL Paris Quadrifolia 200 CH (30ml),100,95,3,92
243,Dr. Reckeweg Magnesia Phosphoricum CM CH (11ml),255,255,1,122
244,SBL Hypericum Perforatum 1M (1000 CH) (30ml),135,128,3,88
245,Willmar Schwabe India Nuphar Lutea 1M (1000 CH) (30ml),120,120,2,43
246,Dr. Reckeweg Vinca Minor 30 CH (11ml),125,125,1,452
247,SBL Phosphorus 10M CH (30ml),285,271,3,36
248,Dr. Reckeweg Gelsemium Sempervirens 200 CH (11ml),145,145,1,18
249,B Jain Psorinum 1M (1000 CH) (10ml),65,59,84,100
250,SBL Hamamelis Virginica 30 CH (30ml),85,81,3,7
251,SBL Hydrastis Canadensis 200 CH (30ml),100,95,3,38
252,SBL Petroleum 6 CH (30ml),90,86,3,92
253,Dr. Reckeweg Thuja Occidentalis 30 CH (11ml),125,125,1,71
254,Dr. Reckeweg Antimonium Crudum 200 CH (11ml),145,145,1,9
255,Dr. Reckeweg Causticum 200 CH (11ml),145,145,1,9
256,SBL Chelidonium Majus 30 CH (30ml),90,86,3,33
257,SBL Echinacea Angustifolia 6 CH (30ml),90,86,3,91
258,SBL Parotidinum 200 CH (30ml),100,95,3,95
259,SBL Thuja Occidentalis 10M CH (30ml),285,271,3,80
260,Willmar Schwabe India Carbo Vegetabilis 200 CH (30ml),105,100,2,15
261,SBL Magnesia Phosphoricum 30 CH (30ml),90,86,3,6
262,SBL Silicea 1M (1000 CH) (30ml),135,128,3,73
263,Dr. Reckeweg Agaricus Muscarius 200 CH (11ml),145,145,1,11
264,SBL Conium Maculatum 30 CH (30ml),85,81,3,17
265,Willmar Schwabe India Bothrops Lanceolatus 30 CH (30ml),90,90,2,2
266,Dr. Reckeweg Allium Cepa 30 CH (11ml),125,125,1,14
267,SBL Cinchona Officinalis (China) 6 CH (30ml),90,86,3,39
268,SBL Lycopodium Clavatum 1M (1000 CH) (30ml),120,114,3,8
269,Willmar Schwabe India Psorinum 1M (1000 CH) (30ml),120,120,2,22
270,Willmar Schwabe India Cydonia Vulgaris 200 CH (30ml),105,105,2,12
271,Dr. Reckeweg Kali Muriaticum 30 CH (11ml),125,125,1,454
272,Dr. Reckeweg Lapis Albus 30 CH (11ml),125,125,1,160
273,Dr. Reckeweg Arsenic Album 200 CH (11ml),145,145,1,7
274,SBL Sepia 30 CH (30ml),90,86,3,33
275,Dr. Reckeweg Rhus Toxicodendron 1M (1000 CH) (11ml),180,180,1,345
276,SBL Rhododendron Chrysanthum 30 CH (30ml),90,86,3,39
277,SBL Zincum Metallicum 30 CH (30ml),85,81,3,10
278,SBL Kali Muriaticum 6 CH (30ml),90,86,3,86
279,SBL Eupatorium Perfoliatum 30 CH (30ml),90,83,3,13
280,Dr. Reckeweg Mercurius Solubilis 30 CH (11ml),125,125,1,8
281,SBL Tribulus Terrestris 200 CH (30ml),100,95,3,95
282,B Jain Aesculus Hippocastanum 30 CH (30ml),85,77,84,476
283,Willmar Schwabe India Acid Nitricum 30 CH (30ml),90,90,2,4
284,Lords Acid Fluor 200 CH (30ml),95,86,24,474
285,Dr. Wellmans Arsenicum Album 30 CH (30ml),90,81,25,195
286,Lords Allium Cepa 6 CH (30ml),85,77,24,496
287,SBL Drosera Rotundifolia 200 CH (30ml),95,90,3,5
288,Dr. Reckeweg Cantharis 30 CH (11ml),125,125,1,5
289,SBL Graphites 200 CH (30ml),95,90,3,10
290,B Jain Fucus Vesiculosus 6 CH (30ml),85,77,84,498
291,B Jain Phytolacca Berry 6 CH (30ml),85,77,84,497
292,SBL Mercurius Corrosivus 30 CH (30ml),90,86,3,11
293,B Jain Thyroidinum 30 CH (30ml),85,77,84,472
294,B Jain Fucus Vesiculosus 30 CH (30ml),85,77,84,491
295,B Jain Phytolacca Berry 200 CH (30ml),95,86,84,484
296,SBL Mezereum 30 CH (30ml),90,86,3,6
297,Willmar Schwabe India Calcarea Carbonicum 200 CH (30ml),105,105,2,5
298,SBL Mercurius Solubilis 6 CH (30ml),90,86,3,93
299,B Jain Adrenalinum 200 CH (30ml),95,86,84,496
300,B Jain Adrenalinum 30 CH (30ml),85,77,84,497
301,Dr. Reckeweg Silicea CM CH (11ml),255,255,1,448
302,B Jain Fucus Vesiculosus 200 CH (30ml),95,86,84,496
303,Willmar Schwabe India Nux Vomica 200 CH (30ml),105,103,2,10
304,Willmar Schwabe India Sepia 30 CH (30ml),90,90,2,500
305,B Jain Calcarea Iodata 200 CH (30ml),95,86,84,490
306,B Jain Calcarea Iodata 6 CH (30ml),85,77,84,497
307,B Jain Thyroidinum 6 CH (30ml),85,77,84,497
308,Dr. Reckeweg Sulphur 6 CH (11ml),125,125,1,120
309,B Jain Adrenalinum 6 CH (30ml),85,77,84,496
310,B Jain Fucus Vesiculosus 12 CH (30ml),85,77,84,498
311,Willmar Schwabe India Hypothalamus 1M (1000 CH) (30ml),120,120,2,9
312,SBL Wiesbaden 1M (1000 CH) (30ml),135,128,3,93
313,SBL Aviaire 30 CH (30ml),90,86,3,83
314,SBL Kali Muriaticum 200 CH (30ml),100,95,3,93
315,Bakson Aurum Arsenicicum 200 CH (30ml),105,95,6,7
316,SBL Tellurium 200 CH (30ml),100,95,3,90
317,SBL Apis Mellifica 200 CH (30ml),95,81,3,15
318,SBL Conium Maculatum 200 CH (30ml),100,95,3,88
319,Willmar Schwabe India Spigelia 30 CH (30ml),90,90,2,5
320,SBL Stramonium 30 CH (30ml),85,81,3,5
321,SBL Glonoinum 30 CH (30ml),90,86,3,7
322,SBL Iodium 200 CH (30ml),100,95,3,89
323,SBL Kali Phosphoricum 1M (1000 CH) (30ml),120,102,3,11
324,Willmar Schwabe India Ledum palustre 30 CH (30ml),90,90,2,21
325,SBL Kali Bromatum 200 CH (30ml),100,95,3,78
326,Dr. Reckeweg Ammonium Muriaticum 30 CH (11ml),125,125,1,98
327,Dr. Reckeweg Phytolacca Berry 200 CH (11ml),145,145,1,206
328,SBL Acid Nitricum 200 CH (30ml),100,95,3,92
329,Dr. Reckeweg Influenzinum 200 CH (11ml),145,145,1,42
330,SBL Causticum 30 CH (30ml),90,86,3,26
331,SBL Petroleum 30 CH (30ml),90,86,3,38
332,SBL Ferrum Phosphoricum 30 CH (30ml),90,86,3,5
333,Willmar Schwabe India Hydrocotyle Asiatica 30 CH (30ml),90,90,2,6
334,SBL Strophanthus Hispidus 30 CH (30ml),90,86,3,89
335,SBL Acid Phosphoricum 200 CH (30ml),95,87,3,20
336,SBL Phytolacca 200 CH (30ml),95,90,3,12
337,SBL Colocynthis 30 CH (30ml),90,86,3,39
338,Willmar Schwabe India Antimonium Chloridum 30 CH (30ml),90,90,2,1
339,SBL Chelidonium Majus 200 CH (30ml),95,81,3,17
340,SBL Aurum Metallicum 200 CH (30ml),100,95,3,41
341,SBL Myristica Sebifera 200 CH (30ml),100,95,3,91
342,Willmar Schwabe India Gelsemium Sempervirens 30 CH (30ml),90,90,2,500
343,Willmar Schwabe India Crotalus Cascavella 200 CH (30ml),105,105,2,10
344,Willmar Schwabe India Allium cepa 30 CH (30ml),90,88,2,9
345,SBL Tanacetum Vulgare 200 CH (30ml),100,95,3,93
346,SBL Dulcamara 30 CH (30ml),90,86,3,11
347,Willmar Schwabe India Natrum Carbonicum 30 CH (30ml),85,85,2,2
348,Dr. Reckeweg Antimonium Crudum 30 CH (11ml),125,125,1,281
349,SBL Podophyllum Peltatum 30 CH (30ml),85,81,3,17
350,Dr. Reckeweg Causticum 30 CH (11ml),125,125,1,15
351,Dr. Reckeweg Phosphorus 1M (1000 CH) (11ml),180,180,1,449
352,Dr. Reckeweg Alumina 30 CH (11ml),125,125,1,25
353,SBL Epiphegus Virginiana 200 CH (30ml),100,95,3,94
354,B Jain Spongia Tosta 30 CH (30ml),85,77,84,471
355,SBL Lemna Minor 30 CH (30ml),90,86,3,8
356,SBL Caulophyllum Thalictroides 30 CH (30ml),90,86,3,85
357,SBL Pyrogenium 200 CH (30ml),100,95,3,40
358,Willmar Schwabe India Hypericum perforatum 200 CH (30ml),105,105,2,6
359,SBL Carica Papaya 6 CH (30ml),90,86,3,92
360,SBL Medorrhinum 200 CH (30ml),100,95,3,90
361,Willmar Schwabe India Negundium Americana 1M (1000 CH) (30ml),120,120,2,18
362,SBL Sabadilla 200 CH (30ml),100,95,3,94
363,Willmar Schwabe India Passiflora Incarnata 30 CH (30ml),90,90,2,5
364,Dr. Reckeweg Hepar Sulphur 30 CH (11ml),125,125,1,208
365,SBL Baryta Carbonicum 30 CH (30ml),90,86,3,83
366,SBL Cannabis Sativa 1M (1000 CH) (30ml),135,128,3,92
367,SBL Dulcamara 200 CH (30ml),100,95,3,9
368,SBL Teucrium Marum Verum 30 CH (30ml),85,81,3,6
369,Similia India Chamomila 30 CH (30ml),90,81,288,449
370,B Jain Hepar Sulphur 200 CH (10ml),45,41,84,100
371,SBL Kali Carbonicum 30 CH (30ml),90,86,3,39
372,Dr. Reckeweg Ignatia Amara 200 CH (11ml),145,145,1,8
373,Willmar Schwabe India Lycopodium Clavatum 1M (1000 CH) (30ml),120,120,2,8
374,Dr. Reckeweg Anacardium Orientale 30 CH (11ml),125,125,1,176
375,SBL Serum Anguillae 30 CH (30ml),90,86,3,30
376,Willmar Schwabe India Phosphorus 1M (1000 CH) (30ml),120,120,2,8
377,SBL Urtica Urens 30 CH (30ml),90,86,3,91
378,B Jain Cineraria Maritima 1M (1000 CH) (30ml),120,108,84,495
379,Dr. Reckeweg Abrotanum 30 CH (11ml),125,125,1,7
380,SBL Cimicifuga Racemosa 200 CH (30ml),100,95,3,7
381,Wheezal Justicia Adhatoda 3X (30ml),100,90,8,24
382,Lords Arsenicum Iod 200 CH (30ml),95,86,24,496
383,SBL Cannabis Indica 30 CH (30ml),90,86,3,81
384,Willmar Schwabe India Collinsonia canadensis 200 CH (30ml),105,105,2,0
385,Willmar Schwabe India Mercurius solubilis 200 CH (30ml),105,105,2,500
386,SBL Mercurius Solubilis 10M CH (30ml),285,271,3,37
387,SBL Camphora 1M (1000 CH) (30ml),135,115,3,58
388,B Jain Haliaeetus Leucocepha 30 CH (30ml),85,77,84,100
389,Lords Bryonia Alb 200 CH (30ml),95,86,24,479
390,SBL Eupatorium Purpureum 30 CH (30ml),90,86,3,49
391,Dr. Reckeweg Calcarea Carbonicum 1M (1000 CH) (11ml),180,180,1,8
392,SBL Arsenic Album 1M (1000 CH) (30ml),135,128,3,86
393,SBL Agnus Castus 200 CH (30ml),95,81,3,17
394,SBL Sulphur 10M CH (30ml),285,271,3,34
395,Willmar Schwabe India Belladonna 200 CH (30ml),105,105,2,24
396,Willmar Schwabe India Rhus toxicodendron 30 CH (30ml),90,88,2,13
397,SBL Vaccinotoxinum 1M (1000 CH) (30ml),135,128,3,48
398,SBL Antimonium Arsenicicum 30 CH (30ml),90,86,3,49
399,Dr. Reckeweg Ruta Graveolens 30 CH (11ml),125,125,1,93
400,SBL Strophanthus Hispidus 200 CH (30ml),100,95,3,91
